option_id,option_name,option_value,autoload



<p>We have wordpress.tv, so if you are good with audio, video, you can review and process WordCamp videos. So like all the WordCamp videos from here will be available to everyone in the world, eventually. You can run events in your local communities. You can contribute documentation, whether that&#8217;s user or developer documentation. Going to make.wordpress.org, there&#8217;s a full list of all the teams that you can contribute to.</p>



<p>[00:22:44] <strong>Nathan Wrigley:</strong> Yeah, there&#8217;s lots, and lots, and lots.</p>



<p>[00:22:47] <strong>Jonathan Desrosiers:</strong> We&#8217;re over 20 now I think.</p>



<p>[00:22:48] <strong>Nathan Wrigley:</strong> Yeah. I mean essentially, it genuinely, there&#8217;s literally a role for everybody. If you rock up I think you&#8217;d struggle to find an individual that couldn&#8217;t fit into one.</p>



<p>[00:22:56] <strong>Jonathan Desrosiers:</strong> Even if you like taking photos, can be on the photo and the photo directory.</p>



<p>[00:23:00] <strong>Nathan Wrigley:</strong> Yeah, there&#8217;s so many different paths that you can go through. What do you get out of it? I know the job, but do you get a sort of sense of satisfaction doing this? Is there some part of you which just thinks this is good for humanity? You know, I&#8217;m involved in an open source thing, gives you the warm, fuzzy feeling that you&#8217;re doing something beneficial to the world, providing free software. Yeah, what do you, Jonathan, get out of it?</p>



<p>[00:23:19] <strong>Jonathan Desrosiers:</strong> You know, I always like puzzles and challenges like that, and trying to figure out how to fix things. I&#8217;ve always repaired computers since I was young and all that. And so these are just more interesting problems to learn from and tackle, especially at the scale that we&#8217;re at.</p>



<p>And I also think that, some of the smartest people in the industry, you know, WordPress is so big, they gravitate towards it because these are such interesting problems. And so the people I meet, the people I learn from, the people I interact with all the time, I step back sometimes, I&#8217;m like, oh, this is really cool. You know, I&#8217;m learning from some of the smartest people out there.</p>



<p>And throughout the community, in all the different areas, we have so many brilliant people that are great people, and they&#8217;re willing to teach you, and you can learn so much from them.</p>



<p>[00:24:01] <strong>Nathan Wrigley:</strong> Yeah. It sounds like pride might be a good word. There&#8217;s sort of sense of pride in it. You get some badges as well.</p>



<p>[00:24:06] <strong>Jonathan Desrosiers:</strong> Yeah, and you know, sometimes I&#8217;ll go to a website and it&#8217;s, oh, it&#8217;s a WordPress website, you know. I help that person make a living, or I help that person have a business. You know, especially when it&#8217;s like mom and pop stuff, or my son&#8217;s school is a WordPress site. I&#8217;m like, oh, that&#8217;s really cool. You know, my work goes into them being able to have a website, and all those different things.</p>



<p>[00:24:25] <strong>Nathan Wrigley:</strong> We know that, in your case, Bluehost is funding you. And so thank you to Bluehost for that, that&#8217;s fabulous. But, do you know of any other ways that you can explore? If you literally can&#8217;t commit the time, because you are entirely busy, are there ways that you could seek funding, ways that you could be remunerated, maybe sponsored by a company? Let&#8217;s just go into that a little bit.</p>



<p>[00:24:47] <strong>Jonathan Desrosiers:</strong> Sure, yeah. You can sponsor yourself. So one good way of doing that is, maybe you have a plugin that you build for a client, and you think it could be useful to other people. It&#8217;s not directly contributing to the project itself, but you&#8217;re contributing to the ecosystem if you open source that.</p>



<p>And there&#8217;s pros and cons of that, right? Because then you&#8217;re responsible to maintain it, or at least have to be transparent about what level of maintaining you&#8217;ll do. But you never know who could find that useful. And I know when I was at Boston University, we had a navigation plugin that we used internally with our authentication system. And so we made it open source, and there were some other universities that used the same authentication system that chose to use it.</p>



<p>And so you never really know what will be useful to other people. So sponsoring yourself in that sense is that you&#8217;re just giving something you work on, that you already have to work on, right? Because maybe it&#8217;s for a client. You can just open source that, and obviously check with the client first, you know, make sure they&#8217;re okay with that. But that&#8217;s a great way to do that.</p>



<p>There are sites like WP World, where you can, in a community, you can put yourself in that community as well. And it will list all the things that you work on, and all the, you know, where you&#8217;re from, who&#8217;s local to you, and what communities are local to you. And you can indicate that you are looking for work, or looking for freelance or employment on those types of sites.</p>



<p>I think sponsorship might be one of the options on there as well. Or on your GitHub profile, you can also accept donations and sponsorship on your GitHub profile. It&#8217;s another good way, especially if you&#8217;re a developer, to receive donations to fuel some of your contribution.</p>



<p>[00:26:17] <strong>Nathan Wrigley:</strong> Yeah. There&#8217;s also the WPCC, the WP Community Collective. I think they&#8217;ve recently got these kind of little areas that you can go as a WordPress user. Somebody like me, and I can contribute some money to a particular thing. It might be accessibility, for example. And then the idea would be that somebody can make use of that pot of money, that&#8217;s been built up over time ,and somebody could then get sponsored, and use that money, and then give themself a wage whilst they&#8217;re working.</p>



<p>Speaking of that, and we talked a moment ago about, maybe the same faces keep coming back. There&#8217;s this idea, and I can&#8217;t remember exactly how to phrase it, but the phrase goes something like this. You can contribute to WordPress, or the people that do contribute to WordPress, are the people who can afford to contribute to WordPress. And I&#8217;m sure there&#8217;s a bit of truth in that, you know?</p>



<p>That if you are independently wealthy, then you can give up all of your time to the WordPress project. If you are in a position working for a company, and they second you to the project, that also works as well.</p>



<p>Do you have any intuitions on that? Do you feel that it is as democratic as it could be? Or do you feel like there is a little bit of, those that can afford, can contribute, so they get their voice heard, and the decisions are made by the people who are able to contribute, because they&#8217;ve got big, deep pockets?</p>



<p>[00:27:31] <strong>Jonathan Desrosiers:</strong> Yeah. I talked about that a little bit in my talk today, where my talk was focused on how we measure contributions, and we track them, and factors to that. And one of the things I talk about is that you can&#8217;t measure impact, right? So someone that contributes a three line code change, it may seem unimportant from a Git log perspective or like a commit log.</p>



<p>But maybe that&#8217;s their first contribution to open source. And then, from there they are able to get hired, because they have this new experience. And that might change their life, that might open doors that they didn&#8217;t previously have available to them.</p>



<p>And so, in that sense, it&#8217;s hard to say because we can&#8217;t measure that. And so, on the surface, it looks like they&#8217;re not really receiving anything, because they&#8217;re not contributing a lot, or very infrequently, right? But on the outside, from their perspective, they&#8217;re receiving a lot. Because the benefits to them are not necessarily directly related to the project, right?</p>



<p>They&#8217;re getting experience, learning how to maybe code PHP, or use an API, and then they go do a job interview and they can talk about that, and how that experience went, and what they learned. And they can show that they are easily teachable, and attractive to an employer.</p>



<p>And so, that&#8217;s only one part of it, right? It appears that only the people with a lot of time benefit from it, but there&#8217;s other benefits to just having their code frequently merged.</p>



<p>[00:28:54] <strong>Nathan Wrigley:</strong> Would you like to see some sort of accreditation system? Well, I mean we have the badges on the WordPress profiles. But would it be nice to have some sort of an official accreditation system? Honestly, I don&#8217;t know how that would be managed. I don&#8217;t know how it would be made to be fair and equitable, so that what you actually put in was measured in some way, tracked in some way, and then was equated to, I don&#8217;t know, a badge or something that you could add officially to your CV, or what have you. Do you think anything like that would be useful?</p>



<p>[00:29:22] <strong>Jonathan Desrosiers:</strong> Probably. But it also depends on another thing I talked about in my talk is, how do people expect to be recognised right? So, currently we collect all the contributors for our release, and it goes on our about page, that you see when you update.</p>



<p>But some people might not really, that may not really do much for them, right? Because you have to be in WordPress to see it, and they don&#8217;t really care about that. Maybe they want it to be, their profile to be, more like a CV, like you said. And so it shows to an employer, like how consistent they contribute, or what they&#8217;ve contributed.</p>



<p>[00:29:53] <strong>Nathan Wrigley:</strong> Yeah, that&#8217;s a good metric, isn&#8217;t it? You know, consistency, and the fact that you&#8217;ve showed up for month, after month, after month. There&#8217;s something in that, there&#8217;s something very valuable in that little bit of data, isn&#8217;t there?</p>



<p>[00:30:03] <strong>Jonathan Desrosiers:</strong> Sure. But likewise, somebody could show up once every three months, but they&#8217;re, maybe they work for Google, and they build things into the browser. And so they show up once every three months, but they&#8217;re helping advise how to implement this new API that improves performance, or something of that nature.</p>



<p>And so regularity is not always a good measure. Volume is not always a good measure, because you could contribute 50 times, but it&#8217;s like 50, 1 word typo fixes, right? Or you could contribute once, and you&#8217;re contributing an entire API, or something that unlocks a feature for hundreds of themes, and makes the world a better place.</p>



<p>So it&#8217;s really difficult to get right. And I think accreditation, a lot of companies spend a lot of money and time on keeping up, because we&#8217;re in technology and web, and it changes so quickly. I worry that, we have to do it in a way that adapts as we adapt. And I wonder if the value of that is outweighed by the effort that it would take to kind of stay accurate over the months and years.</p>



<p>[00:31:03] <strong>Nathan Wrigley:</strong> Every time this conversation comes up, almost immediately clever people chime into the conversation and point out why some sort of accreditation system would be very hard to do effectively. And I&#8217;m often very persuaded, you know? Like you said, do you measure time? Do you measure the frequency? Do you measure the thing that they did?</p>



<p>[00:31:21] <strong>Jonathan Desrosiers:</strong> Impact.</p>



<p>[00:31:21] <strong>Nathan Wrigley:</strong> And it&#8217;s really, exactly, it&#8217;s really, really difficult. I think from my perspective, it would be nice if there was something, but I don&#8217;t know what that something would be, other than the sort of badge system that we&#8217;ve got at the moment.</p>



<p>[00:31:32] <strong>Jonathan Desrosiers:</strong> I think in most cases it just ends up like we&#8217;re open source, and so your public work just speaks for itself, right? The way you interact with other people that disagree with you on public discussions. The repositories that you have that are open for people to view. The plugins that you create. That&#8217;s the best way, in my opinion, to have an open track record of your skills and what you have to offer.</p>



<p>[00:31:53] <strong>Nathan Wrigley:</strong> Yeah. And I suppose, in a way, every job interview that you go for, you are just going to write down the best bits that done, and so I guess maybe the traditional way that we&#8217;ve done it is probably still useful.</p>



<p>[00:32:03] <strong>Jonathan Desrosiers:</strong> But that&#8217;s also a privilege too, being able to be public about your work. And I&#8217;m privileged with that, because I work on an open source project right? But if you work at a corporation, you know, you can&#8217;t always show all of your work, talk about it. But it&#8217;s not something you could open source, you know, and let someone dive in and see your work, and the history of your work. So there&#8217;s also that aspect as well.</p>



<p>[00:32:21] <strong>Nathan Wrigley:</strong> Yeah. Are you confident about the future for WordPress? I mean, obviously you&#8217;re working in the industry, you&#8217;re saturated by it, you&#8217;re completely immersed in it. Do you have an expectation that 10 years from now, WordPress will still be strong? We&#8217;ll have a community, it will still be being developed. Does it feel like it&#8217;s on rock solid ground? It does to me, but I don&#8217;t know what your thoughts are.</p>



<p>[00:32:42] <strong>Jonathan Desrosiers:</strong> I think there&#8217;s always going to be spots you step on, and you&#8217;re like, oh, should I put all my weight there, right? I&#8217;m very confident in WordPress. I think last year was one of the more exciting years in quite a while. And the reason was, when we&#8217;re in the process, it&#8217;s sometimes easy to feel like we&#8217;re not going anywhere, right?</p>



<p>I&#8217;m involved week to week, month to month. And so, even release to release, it feels like we&#8217;re not getting a lot done. And last year was so exciting, because we reached the end of a phase of Gutenberg. And it was the culmination of all these releases that came before it, to see site editing, right? It was the first release where we said, you can make a great website with this site editor now.</p>



<p>We took that beta tag off and now it&#8217;s ready to go. And so, you know, we see a lot with 2024. Some people are making such incredible websites using this base theme. They look nothing like what was shipped. And it&#8217;s just really great to see these blocks, these different APIs that get built. All combining to make this cohesive thing that is really quite powerful.</p>



<p>And I&#8217;m really excited to see what people do with it this year. The Interactivity API, block bindings. All these new things that are coming. It&#8217;s like I say in my talk is, we&#8217;re so creative as a community, there&#8217;s so many brilliant people, and we&#8217;re giving them the tools to run with. And I&#8217;m really looking forward to see what people build with WordPress over the next year.</p>



<p>[00:34:07] <strong>Nathan Wrigley:</strong> There is so much coming down the pipe very, very soon, isn&#8217;t there? So, obviously, we&#8217;re into phase three, collaborative editing at some point, probably not particularly quickly. But like you said, the Interactivity API, block bindings, and maybe a completely new admin interface.</p>



<p>It does feel like there is a lot of change about to happen. And so, if you ask me that same question, do you feel confident? It feels like there&#8217;s every reason to be confident at the moment, because there&#8217;s so much interesting stuff happening.</p>



<p>[00:34:37] <strong>Jonathan Desrosiers:</strong> Sure. Kind of to circle back to one of the things we talked about earlier, about the sense of frustration out there. Change is hard, you know? If you&#8217;ve built a business around a specific thing, and maybe you have admin notices, right? That you sell a premium plugin through, or something like that. When we redo the admin, it may not be exactly the same experience, right? And so you kind of have to rethink it a little bit.</p>



<p>And so I think that that&#8217;s where some of, frustration with innovation in a way. And change is always very hard, and it&#8217;s harder for certain people than others, and in different ways. But you have to look at both sides, and see where we&#8217;re going, know where that end point is, where we would like to end up, and see how exciting that is.</p>



<p>And again, a privilege to have the time and the resources to invest in updating, and embracing new technology, and learning. And we just keep an open mind, and follow us along. And follow all the thought leaders, and the people that experiment with the new features, and demonstrate what&#8217;s possible. I think we&#8217;ll definitely end up in a better spot.</p>



<p>[00:35:32] <strong>Nathan Wrigley:</strong> Yeah. I think it&#8217;s really difficult for those North Star, how to describe it, the big ticket items. It&#8217;s very hard to communicate those to the user base of WordPress. I mean, here we are, we&#8217;re at a WordPress event, so it&#8217;s pretty clear that everybody here is a bit nerdy about WordPress. So we understand that, because we&#8217;re talking about it all the time.</p>



<p>But the sort of end user, who&#8217;s suddenly confronted with, I don&#8217;t know, when the block editor came. Suddenly, what is that? Where did that come from? Being able to explain all of that to the wider public, I think is going to be an interesting thing. And I have intuitions that that&#8217;s going to be taken very seriously, in the near future as well. That communicating what&#8217;s coming, what the idea is, what the North Star is, going to become a big part in feeding that to the WordPress media, if you.</p>



<p>[00:36:14] <strong>Jonathan Desrosiers:</strong> Talking too, we also have to listen. You know, it might not be the feedback we&#8217;re expecting, or want to hear, but we need to have open ears and listen to that, and process that appropriately as well.</p>



<p>[00:36:23] <strong>Nathan Wrigley:</strong> Slightly going off on a bit of a tangent. What are your thoughts about collaborative editing? From a technical point of view, that feels like that&#8217;s a really difficult challenge, given that we have no idea what infrastructure any WordPress website could be on.</p>



<p>It could be on the most powerful server that has ever existed. Alternatively, it might be on something very affordable and economical. What do you think? Does it seem like a project which is going to be easy to ship, or it&#8217;s going to be keeping us busy for two, three years?</p>



<p>[00:36:51] <strong>Jonathan Desrosiers:</strong> It&#8217;s definitely not easy. You know, it&#8217;s very intricate, many moving parts, and it definitely is going to be a many months roadmap that we have to follow. I think that, like we mentioned before is that, we&#8217;re always improving, technology is always changing, and we&#8217;re trying to embrace.</p>



<p>We have our performance team that&#8217;s, year over year we&#8217;re seeing tens of percentage point increase in performance. And obviously that will plateau as well too, right? But we keep adding new stuff, so they&#8217;ll keep having new things to look at.</p>



<p>I&#8217;m confident that when we build software, we balance these things, right? We don&#8217;t want to be, we want to add these very powerful features, but we keep performance in mind. We don&#8217;t want it to be slow, that you don&#8217;t want to use it.</p>



<p>And so these are things that we&#8217;re just constantly evaluating, and keeping in mind. And in the end, we stick to our philosophies of building great software, that works out of the box, that&#8217;s performant, that handles very difficult technical topics, and concepts for the user, and makes the best decision for them, but while being flexible.</p>



<p>Something that&#8217;s really great about WordPress is, you can change it to be something that doesn&#8217;t even look WordPress, you know? Don&#8217;t even recognise it, and it&#8217;s still at the core, it&#8217;s still that software that everybody&#8217;s using.</p>



<p>[00:37:57] <strong>Nathan Wrigley:</strong> Yeah. It sounds to me like you&#8217;re very bullish. You&#8217;re very confident that WordPress has a bright future, and we could well be sitting here in the year 2034.</p>



<p>[00:38:05] <strong>Jonathan Desrosiers:</strong> Like I said, it might not be the smoothest road, there&#8217;s going to be bumps along the way. We just have to work together and listen, and constantly evolve, and don&#8217;t be stuck in our ways and get to that end point.</p>



<p>[00:38:14] <strong>Nathan Wrigley:</strong> If people have listened to this and they&#8217;ve thought to themselves, you know what, I fancy contributing in some way, but they want to talk to you about it, where can people find you, Jonathan? What&#8217;s the easiest place?</p>



<p>[00:38:23] <strong>Jonathan Desrosiers:</strong> Sure. You can find me at desrosj, pretty much everywhere. WordPress Slack, Twitter, and all of those places. You know, if you want to get started contributing, I recommend just going to make.wordpress.org. I believe there&#8217;s a getting started contributing course on learn.wordpress.org. And worst case, just hop into Slack and say, hey, I&#8217;m new, I just would like a little push in the right direction. And there&#8217;s handbook pages that will link to you, and break down how to get started.</p>



<p>[00:38:48] <strong>Nathan Wrigley:</strong> There&#8217;s definitely a way to contribute, no matter what your station in life is, yeah. But thank you Jonathan for chatting to us today, I really appreciate it.</p>



<p>[00:38:55] <strong>Jonathan Desrosiers:</strong> Of course. Thanks for having me Nathan.</p>
</div>



<p>On the podcast today we have <a href=""https://jonathandesrosiers.com/"">Jonathan Desrosiers</a>.</p>



<p>Jonathan has been a contributor to WordPress Core for many years, and a WordPress Core committer since 2018. He currently maintains over a dozen Core components. As a leader in the community, he advocates for new contributors through mentorship and active leadership. Jonathan currently works as a Senior Software Engineer at Bluehost, where he is sponsored full-time to contribute to WordPress Core through the Five for the Future program.</p>



<p>We talk about the challenges that come with contributing to such a large and multi-faceted project, from the intricate process of decision-making, involving many stakeholders, to the occasional moments of feeling demoralised when contributions seem like a drop in the ocean.</p>



<p>We discuss the importance of regular contributions, the challenges of implementing an accreditation system for contributors, and the role of privilege in the ability to contribute and showcase your work publicly.</p>



<p>Amongst the technical talk, including the future of collaborative editing, and the need for adaptability, we also get into the human side of WordPress. From the ways in which individuals can get involved without coding, such as teaching, video processing, event organising, and documentation, to the personal satisfaction Jonathan finds in his work.</p>



<p>Towards the end we chat about the sustainability of the open-source ecosystem, emphasising the critical role businesses need to play, and the potential risks when key contributors step back. But, as you’ll hear, Jonathan is confident about the future of WordPress, mentioning exciting development features on the horizon, like a new admin interface.</p>



<p>If you’re curious about how you can contribute, what that looks likes, and where it can take you, this episode is for you.</p>



<h2 class=""wp-block-heading"">Useful links</h2>



<p><a href=""https://www.bluehost.com/"">Bluehost</a></p>



<p><a href=""https://wordpress.org/five-for-the-future/"">Five for the Future</a></p>



<p><a href=""https://wordpress.com/learn/"">Learn WordPress</a></p>



<p><a href=""https://make.wordpress.org/community/handbook/contributor-day/contributor-working-group/contributor-mentorship-program-for-wordpress/"">Contributor Mentorship Program for WordPress</a></p>



<p><a href=""https://wordpress.tv/"">WordPress.tv</a></p>



<p><a href=""https://thewp.world/"">The WP World</a></p>



<p><a href=""https://www.thewpcommunitycollective.com/"">WordPress Community Collective</a></p>



<p><a href=""https://twitter.com/desrosj"">Jonathan&#8217;s X / Twitter</a></p>



<p><a href=""https://jonathandesrosiers.com/"">Jonathan&#8217;s website</a></p>"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:7:""pubDate"";a:1:{i:0;a:5:{s:4:""data"";s:31:""Wed, 17 Apr 2024 14:20:52 +0000"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}}s:32:""http://purl.org/dc/elements/1.1/"";a:1:{s:7:""creator"";a:1:{i:0;a:5:{s:4:""data"";s:14:""Nathan Wrigley"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}}}}i:31;a:6:{s:4:""data"";s:13:""
	
	
	
	
	
	
"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";s:5:""child"";a:2:{s:0:"""";a:5:{s:5:""title"";a:1:{i:0;a:5:{s:4:""data"";s:56:""Akismet: CAPTCHA vs reCAPTCHA vs Akismet: Which is Best?"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:4:""guid"";a:1:{i:0;a:5:{s:4:""data"";s:28:""http://akismet.com/?p=283860"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:4:""link"";a:1:{i:0;a:5:{s:4:""data"";s:57:""https://akismet.com/blog/akismet-vs-captcha-vs-recaptcha/"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:11:""description"";a:1:{i:0;a:5:{s:4:""data"";s:27816:""<p>Any website that gets a lot of traffic also has to deal with a lot of spam. Enterprise-level sites require powerful solutions to protect both customers and company resources.&nbsp;</p>



<p>Are you satisfied with your current solution? Do you really understand the alternatives? Choosing the right anti-spam software can significantly improve the effectiveness of everything done through your site. In other words —&nbsp;a happier marketing department, security team, <em>and </em>executives.&nbsp;</p>


<p>With that in mind, pay close attention to this in&#8209;depth comparison of CAPTCHA vs reCAPTCHA vs Akismet to gain a clear understanding of these tools. You need to consider how efficiently they can block spam, how they impact the user experience, and whether they’ll affect your site’s performance (among other considerations). Only then will you be in a strong position to choose the right solution for your company or finally dump that under&#8209;performing option you’ve been falling back on for&nbsp;years.</p>


<p>This post will explain how CAPTCHA, reCAPTCHA, and Akismet work, outline their key differences and similarities, and provide a thorough comparison.&nbsp;</p>



<span id=""more-283860""></span>


<h2 id=""understanding-akismet-captcha-and recaptcha"" class=""wp-block-heading"">Understanding Akismet, CAPTCHA, and&nbsp;reCAPTCHA</h2>


<p>If you’re tasked with selecting an effective anti-spam solution for your company, the stakes are high. When uncontrolled, spam can negatively impact your conversion funnel, damage your search engine rankings, put your visitors at risk, and skew your performance metrics.&nbsp;</p>



<p>You’ll need a reliable tool that can get the job done. Of course, it should also be easy to manage, so you won’t have to spend a tremendous amount of time training your security team, and easy to use, so visitors don’t get frustrated trying to perform basic functions on your site.<br />What’s more, choosing the right solution is only half the battle. You’ll likely have to justify your choice to key decision makers. So you’ll need to thoroughly research different options and explain your decision based on those findings.&nbsp;</p>


<p>That’s where this comparison comes in. It will start by providing an overview of the most popular anti&#8209;spam solutions: Akismet, CAPTCHA, and&nbsp;reCAPTCHA.</p>

<h3 class=""wp-block-heading"">Akismet: AI&#8209;driven spam&nbsp;protection</h3>

<p>Akismet is a tool that provides AI&#8209;driven spam protection. It uses machine learning to scan and filter submissions in real&nbsp;time.</p>


<img width=""1600"" height=""856"" src=""https://akismet455732288.files.wordpress.com/2024/04/image-8.png"" alt=""Akismet homepage with the tagline "" />


<p>Akismet can protect your entire website. That includes blocking spam in comment sections and forums, while preventing fake user registrations and protecting contact&nbsp;forms.</p>

<p>Akismet boasts 99.99% spam detection accuracy. That means it’s very unlikely it will block out legitimate&nbsp;submissions.</p>


<p>Furthermore, Akismet is a “set it and forget it” style tool. It works on the back end, so after you configure it, you won’t have to worry about managing it.&nbsp;</p>



<p>Perhaps most importantly, it works without requiring any actions from your legitimate site visitors —&nbsp;no riddles to ponder, puzzles to solve, or boxes to check. The result is a much happier audience (and better conversion rates). We’ll discuss this more in a bit.</p>


<h3 class=""wp-block-heading"">CAPTCHA: The classic anti&#8209;spam&nbsp;test</h3>

<p>CAPTCHA stands for “completely automated public Turing test to tell computers and humans apart”. “Turing test” refers to the inventor Alan Turing, who created some of the first experiments to test a machine’s ability to show human&nbsp;intelligence.</p>

<p>But a CAPTCHA is actually a reverse Turing test. You’ve likely come across plenty of CAPTCHA tests&nbsp;before.</p>


<img width=""1252"" height=""532"" src=""https://akismet455732288.files.wordpress.com/2024/04/image-9.png"" alt=""traditional reCAPTCHA with mixed up letters"" class=""wp-image-283863"" />


<p>As this is a reverse Turing test, its main purpose is to weed out malicious bots that try to spam your&nbsp;website.</p>


<p>The mechanism used in CAPTCHA is called <a href=""https://www.microsoft.com/en-us/research/wp-content/uploads/2005/01/HIPSCHI2005.pdf"" target=""_blank"" rel=""noreferrer noopener"">human interaction proof (HIP)</a>. It requires individuals to prove they are humans via a challenge. The task should be relatively easy for any human to complete, but near impossible for a bot.&nbsp;</p>


<p>Typically, visitors are presented with an image containing distorted letters and numbers, and they must decipher and input those characters in a field for approval. If they succeed, they can proceed with the action they’re attempting to complete (like submitting a&nbsp;form).</p>

<p>There are many other forms of CAPTCHAs, though, like audio CAPTCHAs that present challenges using spoken&nbsp;characters.</p>

<p>Historically, CAPTCHAs have been used to reduce form spam. They can be included as a final field in a submission form, or configured to pop up on the&nbsp;screen.</p>

<h3 id=""recaptcha-an-evolution-of captcha"" class=""wp-block-heading"">reCAPTCHA: An evolution of&nbsp;CAPTCHA</h3>

<p>In recent years, reCAPTCHA has become more common than CAPTCHA. Bots quickly evolved to be able to solve traditional CAPTCHAs, so Google created the&nbsp;reCAPTCHA.</p>


<img width=""1600"" height=""954"" src=""https://akismet455732288.files.wordpress.com/2024/04/image-10.png"" alt=""evolution of reCAPTCHA"" class=""wp-image-283864"" />



<p>Here are the main types of reCAPTCHAs used by websites.&nbsp;</p>



<h4 class=""wp-block-heading"">reCAPTCHA v1&nbsp;</h4>



<p>The original iteration, reCAPTCHA v1, showed combinations of characters. It pulled images from books (as part of a larger digitization project), or used an algorithm to generate them.&nbsp;</p>



<p>It also used a similar mechanism as a traditional CAPTCHA, but it provided site visitors with one control word and one ‘suspicious’ word. The suspicious word was selected via <a href=""https://aws.amazon.com/what-is/ocr/"" target=""_blank"" rel=""noreferrer noopener"">optical character recognition (OCR) software</a>. This was part of a larger process to rate and identify words for the reverse Turing test.&nbsp;</p>


<p>reCAPTCHA v1 could also leverage images instead of distorted&nbsp;words.</p>


<img width=""1028"" height=""1282"" src=""https://akismet455732288.files.wordpress.com/2024/04/image-11.png"" alt=""reCAPTCHA with the prompt to select all squares with sunflowers"" class=""wp-image-283865"" />


<p>As you probably already know, there are some serious user experience and accessibility issues with these types of reCAPTCHAs. In fact, <a href=""https://developers.google.com/recaptcha/docs/versions"" target=""_blank"" rel=""noreferrer noopener"">reCAPTCHA v1 was shut down</a> in&nbsp;2018.</p>


<h4 class=""wp-block-heading"">reCAPTCHA v2&nbsp;</h4>



<p>After reCAPTCHA v1, Google developed a more streamlined version called reCAPTCHA v2 or “noCAPTCHA”.&nbsp;</p>


<p>There are a few subtypes of this particular reCAPTCHA version. But since most of them are invisible, many people are only familiar with the “I’m not a robot”&nbsp;checkbox.</p>


<img width=""1372"" height=""374"" src=""https://akismet455732288.files.wordpress.com/2024/04/image-12.png"" alt=""I'm not a robot reCAPTCHA"" class=""wp-image-283866"" />


<p>As you can see, this requires less effort on the part of site visitors. The goal of reCAPTCHA v2 was to provide a seamless&nbsp;experience.</p>

<p>Instead of a reverse Turing test, reCAPTCHA v2 analyzes user behavior on web pages. If a site visitor is deemed suspicious, they are presented with the checkbox prompt. Otherwise, they are passed through without being aware of the back&#8209;end&nbsp;test.</p>

<p>Another subtype of reCAPTCHA v2 uses an invisible badge. It works in the same way, but hides the checkbox behind a preexisting button on your website. When this type of reCAPTCHA is enabled on a website, you’ll see the&nbsp;following:</p>


<img width=""976"" height=""308"" src=""https://akismet455732288.files.wordpress.com/2024/04/image-13.png"" alt=""notice that says "" />


<p>This version of reCAPTCHA also works for Android devices. But it’s important to note that it requires some form of user interaction, like clicking on a button, for it to be&nbsp;effective.</p>


<h4 class=""wp-block-heading"">reCAPTCHA v3&nbsp;</h4>


<p>As you can see, reCAPTCHAs have evolved to become increasingly discreet, which is certainly the case when it comes to <a href=""https://developers.google.com/search/blog/2018/10/introducing-recaptcha-v3-new-way-to"" target=""_blank"" rel=""noreferrer noopener"">reCAPTCHA v3</a>. This version of Google’s anti&#8209;spam technology goes a step further and verifies requests in the larger context of your&nbsp;website.</p>

<p>It looks at visitor behavior (as with reCAPTCHA v2), but it also considers visitor history. In technical terms, it’s a JavaScript API that gives each request a score. Then website owners can take action based on those&nbsp;scores.</p>

<p>Google recommends that you use reCAPTCHA v3 to verify forms or “actions” (i.e. clicks). You can also run it in the background on individual pages to collect data on&nbsp;traffic.</p>


<p>Unfortunately, the newest version of reCAPTCHA has some serious flaws. First of all, legitimate users may not always have recourse if they’re falsely identified as spam —&nbsp;and it doesn’t report nearly as accurate of results as Akismet’s 99.99%. So you could be costing your company a shot at legitimate leads and customers.&nbsp;</p>


